order_item_id,order_id,product_id,seller_id,quantity,price
ITEM_37,ORD_1286,PROD_252,SELL_292,3,18303
ITEM_38,ORD_10,PROD_357,SELL_125,3,43919
ITEM_39,ORD_2893,PROD_384,SELL_61,1,25077
ITEM_40,ORD_2186,PROD_550,SELL_33,2,25788
ITEM_41,ORD_1241,PROD_455,SELL_286,4,1357
ITEM_42,ORD_2222,PROD_549,SELL_248,4,47322
ITEM_43,ORD_495,PROD_896,SELL_225,2,14340
ITEM_44,ORD_2334,PROD_717,SELL_229,1,49948
ITEM_45,ORD_1770,PROD_199,SELL_101,1,23231
ITEM_46,ORD_552,PROD_645,SELL_240,3,39925
ITEM_47,ORD_2676,PROD_848,SELL_211,3,38954
ITEM_48,ORD_1918,PROD_505,SELL_213,3,9124
ITEM_49,ORD_296,PROD_774,SELL_212,1,22728
ITEM_50,ORD_1657,PROD_692,SELL_26,2,12895
ITEM_51,ORD_2209,PROD_731,SELL_280,2,1380
ITEM_52,ORD_2084,PROD_386,SELL_77,3,11298
ITEM_53,ORD_940,PROD_680,SELL_275,2,43264
ITEM_54,ORD_907,PROD_190,SELL_279,4,30103
ITEM_55,ORD_1169,PROD_641,SELL_233,1,46121
ITEM_56,ORD_2588,PROD_604,SELL_257,2,49966
ITEM_57,ORD_2134,PROD_318,SELL_201,1,3937
ITEM_58,ORD_619,PROD_530,SELL_75,4,28570
ITEM_59,ORD_2298,PROD_183,SELL_8,3,20115
ITEM_60,ORD_1655,PROD_839,SELL_29,3,45041
ITEM_61,ORD_2536,PROD_740,SELL_66,4,5432
ITEM_62,ORD_2351,PROD_710,SELL_129,2,24231
ITEM_63,ORD_141,PROD_129,SELL_274,4,7781
ITEM_64,ORD_2935,PROD_552,SELL_247,3,18163
ITEM_65,ORD_1111,PROD_380,SELL_92,2,23570
ITEM_66,ORD_941,PROD_102,SELL_199,1,12044
ITEM_67,ORD_1792,PROD_732,SELL_134,3,28041
ITEM_68,ORD_2517,PROD_565,SELL_70,4,13006
ITEM_69,ORD_1826,PROD_544,SELL_132,1,32500
ITEM_70,ORD_2471,PROD_832,SELL_99,2,41757
ITEM_71,ORD_2107,PROD_391,SELL_263,4,24300
ITEM_72,ORD_583,PROD_848,SELL_224,3,26083
ITEM_73,ORD_2800,PROD_195,SELL_188,2,20880
ITEM_74,ORD_2995,PROD_966,SELL_110,4,22828
ITEM_75,ORD_886,PROD_344,SELL_233,4,12515
ITEM_76,ORD_77,PROD_124,SELL_8,3,42092
ITEM_77,ORD_2643,PROD_270,SELL_10,4,22565
ITEM_78,ORD_1384,PROD_449,SELL_239,1,37314
ITEM_79,ORD_1267,PROD_591,SELL_92,3,49395
ITEM_80,ORD_1124,PROD_482,SELL_300,4,36738
ITEM_81,ORD_912,PROD_51,SELL_188,1,40639
ITEM_82,ORD_995,PROD_989,SELL_278,2,46835
ITEM_83,ORD_2354,PROD_582,SELL_264,4,10661
ITEM_84,ORD_1363,PROD_505,SELL_80,2,14578
ITEM_85,ORD_515,PROD_347,SELL_141,1,11392
ITEM_86,ORD_1444,PROD_443,SELL_74,4,3785
ITEM_87,ORD_172,PROD_715,SELL_299,2,20245
ITEM_88,ORD_1856,PROD_875,SELL_58,1,4698
ITEM_89,ORD_2838,PROD_670,SELL_232,4,33243
ITEM_90,ORD_2084,PROD_631,SELL_212,3,12755
ITEM_91,ORD_1221,PROD_923,SELL_41,3,41297
ITEM_92,ORD_1027,PROD_714,SELL_195,2,25267
ITEM_93,ORD_393,PROD_283,SELL_149,2,15850
ITEM_94,ORD_1815,PROD_381,SELL_21,2,4374
ITEM_95,ORD_2497,PROD_441,SELL_190,2,44793
ITEM_96,ORD_2468,PROD_411,SELL_178,3,5344
ITEM_97,ORD_822,PROD_647,SELL_11,2,12097
ITEM_98,ORD_1273,PROD_303,SELL_241,2,6387
ITEM_99,ORD_893,PROD_228,SELL_172,1,18845
ITEM_100,ORD_2776,PROD_76,SELL_251,3,9998
ITEM_101,ORD_954,PROD_993,SELL_55,1,46798
ITEM_102,ORD_1962,PROD_205,SELL_28,1,22777
ITEM_103,ORD_2783,PROD_900,SELL_222,3,1718
ITEM_104,ORD_1501,PROD_24,SELL_245,3,44910
ITEM_105,ORD_1716,PROD_490,SELL_41,4,7214
ITEM_106,ORD_2957,PROD_558,SELL_164,1,43535
ITEM_107,ORD_1355,PROD_634,SELL_160,3,24433
ITEM_108,ORD_2295,PROD_747,SELL_295,3,16537
ITEM_109,ORD_1017,PROD_760,SELL_47,3,21504
ITEM_110,ORD_2994,PROD_911,SELL_256,1,48517
ITEM_111,ORD_979,PROD_245,SELL_284,3,6067
ITEM_112,ORD_2184,PROD_216,SELL_197,2,4120
ITEM_113,ORD_2194,PROD_612,SELL_210,4,6282
ITEM_114,ORD_1118,PROD_21,SELL_224,2,31919
ITEM_115,ORD_2270,PROD_797,SELL_24,1,35719
ITEM_116,ORD_2835,PROD_411,SELL_44,3,12592
ITEM_117,ORD_2413,PROD_330,SELL_133,3,31047
ITEM_118,ORD_1579,PROD_29,SELL_70,2,22745
ITEM_119,ORD_2138,PROD_482,SELL_73,4,3756
ITEM_120,ORD_1647,PROD_121,SELL_300,2,10620
ITEM_121,ORD_495,PROD_780,SELL_166,1,506
ITEM_122,ORD_2234,PROD_406,SELL_129,2,5946
ITEM_123,ORD_111,PROD_705,SELL_187,1,28161
ITEM_124,ORD_1530,PROD_812,SELL_250,2,13955
ITEM_125,ORD_1203,PROD_955,SELL_223,4,32433
ITEM_126,ORD_1843,PROD_543,SELL_200,3,5106
ITEM_127,ORD_2639,PROD_549,SELL_104,4,40589
ITEM_128,ORD_137,PROD_735,SELL_128,4,12459
ITEM_129,ORD_106,PROD_443,SELL_114,2,28740
ITEM_130,ORD_46,PROD_915,SELL_37,2,5652
ITEM_131,ORD_2667,PROD_89,SELL_17,4,47167
ITEM_132,ORD_771,PROD_641,SELL_155,4,43219
ITEM_133,ORD_2237,PROD_293,SELL_288,2,685
ITEM_134,ORD_812,PROD_446,SELL_145,4,37557
ITEM_135,ORD_654,PROD_321,SELL_75,4,3755
ITEM_136,ORD_2188,PROD_302,SELL_208,3,15192
ITEM_137,ORD_1142,PROD_206,SELL_290,4,31568
ITEM_138,ORD_2633,PROD_546,SELL_131,2,46202
ITEM_139,ORD_2490,PROD_755,SELL_297,1,26313
ITEM_140,ORD_2691,PROD_955,SELL_219,4,34909
ITEM_141,ORD_971,PROD_276,SELL_107,1,22636
ITEM_142,ORD_467,PROD_83,SELL_224,1,39417
ITEM_143,ORD_2689,PROD_308,SELL_199,4,39274
ITEM_144,ORD_2221,PROD_40,SELL_279,1,40839
ITEM_145,ORD_245,PROD_563,SELL_58,4,44460
ITEM_146,ORD_2378,PROD_396,SELL_169,3,30086
ITEM_147,ORD_2522,PROD_743,SELL_252,2,3971
ITEM_148,ORD_643,PROD_170,SELL_197,2,12076
ITEM_149,ORD_121,PROD_549,SELL_29,4,10428
ITEM_150,ORD_208,PROD_499,SELL_84,1,32469
ITEM_151,ORD_2,PROD_902,SELL_282,1,14161
ITEM_152,ORD_406,PROD_968,SELL_256,1,26451
ITEM_153,ORD_938,PROD_166,SELL_256,4,17418
ITEM_154,ORD_2789,PROD_415,SELL_15,3,39787
ITEM_155,ORD_2715,PROD_520,SELL_148,2,24531
ITEM_156,ORD_103,PROD_714,SELL_116,2,3240
ITEM_157,ORD_2900,PROD_898,SELL_88,2,38596
ITEM_158,ORD_2711,PROD_168,SELL_139,3,49669
ITEM_159,ORD_2815,PROD_567,SELL_152,2,29193
ITEM_160,ORD_2945,PROD_268,SELL_279,4,2662
ITEM_161,ORD_368,PROD_510,SELL_273,1,22662
ITEM_162,ORD_221,PROD_975,SELL_177,1,21493
ITEM_163,ORD_2443,PROD_198,SELL_298,3,41269
ITEM_164,ORD_2137,PROD_83,SELL_289,4,44478
ITEM_165,ORD_1813,PROD_993,SELL_22,4,23194
ITEM_166,ORD_351,PROD_852,SELL_116,1,6867
ITEM_167,ORD_1144,PROD_229,SELL_86,1,36332
ITEM_168,ORD_1803,PROD_178,SELL_19,4,11950
ITEM_169,ORD_16,PROD_754,SELL_246,4,32617
ITEM_170,ORD_636,PROD_284,SELL_7,3,35351
ITEM_171,ORD_31,PROD_169,SELL_118,1,45236
ITEM_172,ORD_2991,PROD_887,SELL_43,1,7247
ITEM_173,ORD_1586,PROD_974,SELL_276,1,704
ITEM_174,ORD_1362,PROD_73,SELL_111,1,7817
ITEM_175,ORD_2874,PROD_590,SELL_115,2,17079
ITEM_176,ORD_2387,PROD_750,SELL_227,4,40214
ITEM_177,ORD_147,PROD_95,SELL_97,2,45151
ITEM_178,ORD_2000,PROD_290,SELL_203,3,7950
ITEM_179,ORD_1068,PROD_530,SELL_16,1,18463
ITEM_180,ORD_374,PROD_83,SELL_18,1,2062
ITEM_181,ORD_317,PROD_64,SELL_158,2,37630
ITEM_182,ORD_2413,PROD_116,SELL_76,2,16570
ITEM_183,ORD_223,PROD_690,SELL_125,4,29537
ITEM_184,ORD_1694,PROD_265,SELL_229,4,40219
ITEM_185,ORD_2680,PROD_73,SELL_174,1,35010
ITEM_186,ORD_371,PROD_186,SELL_274,3,16081
ITEM_187,ORD_1157,PROD_702,SELL_4,2,15952
ITEM_188,ORD_1992,PROD_247,SELL_34,4,38756
ITEM_189,ORD_770,PROD_162,SELL_170,4,38287
ITEM_190,ORD_2485,PROD_818,SELL_185,3,36853
ITEM_191,ORD_2924,PROD_421,SELL_265,4,41226
ITEM_192,ORD_1453,PROD_434,SELL_280,4,45228
ITEM_193,ORD_1967,PROD_141,SELL_297,2,11352
ITEM_194,ORD_1172,PROD_161,SELL_71,2,42611
ITEM_195,ORD_2742,PROD_393,SELL_157,3,11915
ITEM_196,ORD_1794,PROD_483,SELL_146,2,4376
ITEM_197,ORD_2428,PROD_622,SELL_12,4,1150
ITEM_198,ORD_2632,PROD_459,SELL_264,4,3393
ITEM_199,ORD_2180,PROD_465,SELL_157,4,5499
ITEM_200,ORD_374,PROD_485,SELL_284,3,4841
ITEM_201,ORD_1042,PROD_183,SELL_40,2,38532
ITEM_202,ORD_435,PROD_312,SELL_29,4,27242
ITEM_203,ORD_1083,PROD_985,SELL_64,4,48850
ITEM_204,ORD_1676,PROD_154,SELL_26,3,239
ITEM_205,ORD_202,PROD_706,SELL_85,3,17787
ITEM_206,ORD_2783,PROD_352,SELL_188,2,34143
ITEM_207,ORD_2821,PROD_375,SELL_178,2,34807
ITEM_208,ORD_2586,PROD_438,SELL_230,1,26637
ITEM_209,ORD_81,PROD_739,SELL_148,3,33196
ITEM_210,ORD_2866,PROD_584,SELL_71,1,26310
ITEM_211,ORD_1267,PROD_119,SELL_182,3,21700
ITEM_212,ORD_2405,PROD_156,SELL_88,1,18878
ITEM_213,ORD_1248,PROD_338,SELL_35,2,39795
ITEM_214,ORD_240,PROD_492,SELL_22,2,12284
ITEM_215,ORD_1124,PROD_734,SELL_124,1,12255
ITEM_216,ORD_1503,PROD_575,SELL_150,2,40493
ITEM_217,ORD_2527,PROD_254,SELL_293,3,47771
ITEM_218,ORD_1844,PROD_835,SELL_199,3,16581
ITEM_219,ORD_2501,PROD_407,SELL_232,3,42445
ITEM_220,ORD_2872,PROD_153,SELL_270,1,43817
ITEM_221,ORD_23,PROD_569,SELL_299,3,7884
ITEM_222,ORD_2396,PROD_107,SELL_89,3,42586
ITEM_223,ORD_1255,PROD_547,SELL_149,3,31408
ITEM_224,ORD_207,PROD_302,SELL_10,1,16304
ITEM_225,ORD_106,PROD_881,SELL_174,4,37406
ITEM_226,ORD_233,PROD_708,SELL_81,2,14503
ITEM_227,ORD_2789,PROD_936,SELL_205,4,49978
ITEM_228,ORD_2535,PROD_482,SELL_157,1,35183
ITEM_229,ORD_1780,PROD_428,SELL_227,4,32175
ITEM_230,ORD_864,PROD_188,SELL_274,4,26431
ITEM_231,ORD_2900,PROD_464,SELL_108,1,12870
ITEM_232,ORD_2974,PROD_667,SELL_177,3,36952
ITEM_233,ORD_2071,PROD_387,SELL_255,1,7395
ITEM_234,ORD_2330,PROD_49,SELL_282,1,22631
ITEM_235,ORD_1180,PROD_987,SELL_270,3,5077
ITEM_236,ORD_1246,PROD_223,SELL_150,2,38362
ITEM_237,ORD_154,PROD_660,SELL_118,2,17203
ITEM_238,ORD_1191,PROD_833,SELL_59,4,39151
ITEM_239,ORD_2884,PROD_848,SELL_50,3,31478
ITEM_240,ORD_125,PROD_177,SELL_200,3,35613
ITEM_241,ORD_1638,PROD_661,SELL_166,4,4271
ITEM_242,ORD_1027,PROD_753,SELL_249,2,29022
ITEM_243,ORD_447,PROD_766,SELL_15,3,13565
ITEM_244,ORD_2886,PROD_5,SELL_99,3,424
ITEM_245,ORD_637,PROD_145,SELL_156,2,3939
ITEM_246,ORD_2811,PROD_965,SELL_107,4,33869
ITEM_247,ORD_1622,PROD_523,SELL_149,1,20292
ITEM_248,ORD_2143,PROD_40,SELL_85,2,27324
ITEM_249,ORD_125,PROD_567,SELL_39,1,20068
ITEM_250,ORD_734,PROD_826,SELL_295,1,15122
ITEM_251,ORD_1651,PROD_635,SELL_16,2,33044
ITEM_252,ORD_2324,PROD_204,SELL_173,4,39907
ITEM_253,ORD_2256,PROD_210,SELL_259,4,17150
ITEM_254,ORD_1953,PROD_458,SELL_181,3,35641
ITEM_255,ORD_1406,PROD_543,SELL_230,4,8826
ITEM_256,ORD_2749,PROD_618,SELL_125,2,37036
ITEM_257,ORD_52,PROD_958,SELL_21,1,31796
ITEM_258,ORD_2304,PROD_511,SELL_27,2,18222
ITEM_259,ORD_285,PROD_762,SELL_165,3,25811
ITEM_260,ORD_2082,PROD_131,SELL_9,2,22249
ITEM_261,ORD_747,PROD_37,SELL_92,2,21048
ITEM_262,ORD_2814,PROD_860,SELL_180,2,33552
ITEM_263,ORD_2077,PROD_75,SELL_201,3,27717
ITEM_264,ORD_139,PROD_617,SELL_222,4,49483
ITEM_265,ORD_889,PROD_125,SELL_154,4,1313
ITEM_266,ORD_2118,PROD_90,SELL_17,3,32454
ITEM_267,ORD_1549,PROD_177,SELL_223,1,49292
ITEM_268,ORD_2473,PROD_680,SELL_243,1,19395
ITEM_269,ORD_2552,PROD_190,SELL_140,2,2266
ITEM_270,ORD_1038,PROD_372,SELL_215,1,8559
ITEM_271,ORD_170,PROD_725,SELL_282,1,15887
ITEM_272,ORD_128,PROD_819,SELL_65,1,38343
ITEM_273,ORD_2783,PROD_837,SELL_253,4,9645
ITEM_274,ORD_877,PROD_795,SELL_265,1,32986
ITEM_275,ORD_1792,PROD_449,SELL_247,2,8742
ITEM_276,ORD_2612,PROD_541,SELL_22,4,7829
ITEM_277,ORD_2438,PROD_568,SELL_201,2,36392
ITEM_278,ORD_2420,PROD_554,SELL_240,3,1057
ITEM_279,ORD_2510,PROD_204,SELL_248,2,17631
ITEM_280,ORD_2370,PROD_347,SELL_116,1,6704
ITEM_281,ORD_213,PROD_884,SELL_259,1,38384
ITEM_282,ORD_1985,PROD_636,SELL_63,3,13018
ITEM_283,ORD_1162,PROD_597,SELL_242,3,22695
ITEM_284,ORD_321,PROD_611,SELL_52,1,41841
ITEM_285,ORD_2602,PROD_332,SELL_146,1,42420
ITEM_286,ORD_2429,PROD_373,SELL_128,1,28211
ITEM_287,ORD_1724,PROD_489,SELL_148,1,35527
ITEM_288,ORD_1132,PROD_208,SELL_252,4,36481
ITEM_289,ORD_179,PROD_734,SELL_234,3,41924
ITEM_290,ORD_747,PROD_931,SELL_260,1,5206
ITEM_291,ORD_1098,PROD_580,SELL_100,3,4610
ITEM_292,ORD_2479,PROD_81,SELL_131,4,42171
ITEM_293,ORD_2214,PROD_99,SELL_116,3,34041
ITEM_294,ORD_1597,PROD_465,SELL_46,4,17787
ITEM_295,ORD_1149,PROD_575,SELL_2,1,18847
ITEM_296,ORD_1271,PROD_834,SELL_164,3,37174
ITEM_297,ORD_471,PROD_889,SELL_191,4,46153
ITEM_298,ORD_2303,PROD_708,SELL_211,1,35806
ITEM_299,ORD_132,PROD_281,SELL_110,2,36441
ITEM_300,ORD_1741,PROD_362,SELL_252,3,44922
ITEM_301,ORD_2947,PROD_959,SELL_2,2,19035
ITEM_302,ORD_234,PROD_142,SELL_203,1,5323
ITEM_303,ORD_1152,PROD_335,SELL_152,3,29311
ITEM_304,ORD_2645,PROD_218,SELL_24,3,48422
ITEM_305,ORD_880,PROD_576,SELL_164,4,2426
ITEM_306,ORD_2473,PROD_221,SELL_44,1,19755
ITEM_307,ORD_2127,PROD_883,SELL_259,1,23258
ITEM_308,ORD_88,PROD_726,SELL_93,4,23764
ITEM_309,ORD_2321,PROD_350,SELL_291,3,31274
ITEM_310,ORD_1538,PROD_247,SELL_196,2,24564
ITEM_311,ORD_2559,PROD_258,SELL_298,3,17037
ITEM_312,ORD_2255,PROD_634,SELL_184,4,7692
ITEM_313,ORD_1397,PROD_760,SELL_4,4,12732
ITEM_314,ORD_2820,PROD_747,SELL_136,3,9824
ITEM_315,ORD_335,PROD_692,SELL_272,3,38418
ITEM_316,ORD_2055,PROD_32,SELL_205,1,21532
ITEM_317,ORD_2702,PROD_186,SELL_84,2,14358
ITEM_318,ORD_168,PROD_963,SELL_4,3,2052
ITEM_319,ORD_839,PROD_166,SELL_244,3,16630
ITEM_320,ORD_1210,PROD_933,SELL_137,2,40212
ITEM_321,ORD_580,PROD_101,SELL_60,4,17509
ITEM_322,ORD_392,PROD_503,SELL_179,1,49130
ITEM_323,ORD_1084,PROD_958,SELL_77,4,46671
ITEM_324,ORD_1621,PROD_723,SELL_168,3,554
ITEM_325,ORD_2412,PROD_606,SELL_204,3,25053
ITEM_326,ORD_998,PROD_186,SELL_112,3,9463
ITEM_327,ORD_321,PROD_739,SELL_278,2,11548
ITEM_328,ORD_2014,PROD_782,SELL_209,4,47177
ITEM_329,ORD_2318,PROD_637,SELL_100,2,46629
ITEM_330,ORD_2599,PROD_816,SELL_242,2,11719
ITEM_331,ORD_1915,PROD_737,SELL_296,1,13174
ITEM_332,ORD_1067,PROD_533,SELL_296,2,11000
ITEM_333,ORD_910,PROD_248,SELL_139,4,34669
ITEM_334,ORD_2040,PROD_840,SELL_35,1,41485
ITEM_335,ORD_1991,PROD_270,SELL_17,1,29322
ITEM_336,ORD_654,PROD_422,SELL_7,2,727
ITEM_337,ORD_1302,PROD_769,SELL_235,3,44135
ITEM_338,ORD_1736,PROD_271,SELL_157,1,38899
ITEM_339,ORD_1847,PROD_4,SELL_13,1,6441
ITEM_340,ORD_1290,PROD_744,SELL_159,1,7745
ITEM_341,ORD_1568,PROD_411,SELL_79,1,32552
ITEM_342,ORD_1736,PROD_208,SELL_259,2,6883
ITEM_343,ORD_1639,PROD_544,SELL_241,3,3076
ITEM_344,ORD_2141,PROD_76,SELL_299,3,4449
ITEM_345,ORD_838,PROD_732,SELL_232,4,170
ITEM_346,ORD_490,PROD_857,SELL_152,3,33539
ITEM_347,ORD_89,PROD_892,SELL_288,1,42257
ITEM_348,ORD_920,PROD_741,SELL_18,4,17758
ITEM_349,ORD_405,PROD_248,SELL_267,2,11858
ITEM_350,ORD_1628,PROD_979,SELL_249,3,21203
ITEM_351,ORD_1328,PROD_919,SELL_129,3,46262
ITEM_352,ORD_675,PROD_386,SELL_130,3,37448
ITEM_353,ORD_2906,PROD_216,SELL_65,2,11274
ITEM_354,ORD_30,PROD_666,SELL_223,4,2501
ITEM_355,ORD_2811,PROD_450,SELL_194,1,18896
ITEM_356,ORD_5,PROD_769,SELL_136,2,37087
ITEM_357,ORD_2509,PROD_663,SELL_67,3,29670
ITEM_358,ORD_1680,PROD_974,SELL_139,4,47071
ITEM_359,ORD_1007,PROD_412,SELL_246,1,20860
ITEM_360,ORD_1013,PROD_220,SELL_194,1,30729
ITEM_361,ORD_381,PROD_137,SELL_247,3,49599
ITEM_362,ORD_170,PROD_88,SELL_69,4,3201
ITEM_363,ORD_575,PROD_901,SELL_129,1,21766
ITEM_364,ORD_1302,PROD_40,SELL_296,2,30860
ITEM_365,ORD_334,PROD_161,SELL_45,4,45322
ITEM_366,ORD_971,PROD_337,SELL_274,4,20109
ITEM_367,ORD_2990,PROD_486,SELL_124,3,32262
ITEM_368,ORD_696,PROD_405,SELL_144,1,36379
ITEM_369,ORD_389,PROD_372,SELL_277,3,36459
ITEM_370,ORD_2615,PROD_818,SELL_110,4,33728
ITEM_371,ORD_157,PROD_380,SELL_32,3,32557
ITEM_372,ORD_5,PROD_889,SELL_96,3,32240
ITEM_373,ORD_2088,PROD_758,SELL_127,2,22170
ITEM_374,ORD_1152,PROD_388,SELL_93,4,38331
ITEM_375,ORD_1805,PROD_699,SELL_31,2,21150
ITEM_376,ORD_98,PROD_154,SELL_44,1,17407
ITEM_377,ORD_2764,PROD_841,SELL_291,3,4263
ITEM_378,ORD_2362,PROD_253,SELL_59,4,27406
ITEM_379,ORD_989,PROD_459,SELL_273,1,43212
ITEM_380,ORD_321,PROD_543,SELL_233,1,26151
ITEM_381,ORD_1687,PROD_71,SELL_79,3,44569
ITEM_382,ORD_1641,PROD_125,SELL_256,2,3135
ITEM_383,ORD_2182,PROD_553,SELL_225,1,26480
ITEM_384,ORD_373,PROD_596,SELL_81,3,14551
ITEM_385,ORD_2805,PROD_898,SELL_69,1,49911
ITEM_386,ORD_1037,PROD_49,SELL_288,4,26375
ITEM_387,ORD_32,PROD_573,SELL_11,1,38061
ITEM_388,ORD_460,PROD_12,SELL_184,2,11486
ITEM_389,ORD_1147,PROD_546,SELL_244,3,8883
ITEM_390,ORD_2708,PROD_872,SELL_208,1,26659
ITEM_391,ORD_1578,PROD_126,SELL_19,3,26074
ITEM_392,ORD_2289,PROD_609,SELL_56,4,30069
ITEM_393,ORD_1598,PROD_329,SELL_33,2,35932
ITEM_394,ORD_787,PROD_681,SELL_143,3,37224
ITEM_395,ORD_226,PROD_672,SELL_240,2,2152
ITEM_396,ORD_559,PROD_205,SELL_166,3,7120
ITEM_397,ORD_75,PROD_651,SELL_191,3,38692
ITEM_398,ORD_801,PROD_202,SELL_83,3,16139
ITEM_399,ORD_636,PROD_100,SELL_160,3,1916
ITEM_400,ORD_686,PROD_415,SELL_142,3,19699
ITEM_401,ORD_761,PROD_531,SELL_85,1,20985
ITEM_402,ORD_1068,PROD_656,SELL_26,3,32175
ITEM_403,ORD_2203,PROD_167,SELL_277,3,31261
ITEM_404,ORD_2991,PROD_678,SELL_179,3,14254
ITEM_405,ORD_766,PROD_480,SELL_196,1,48013
ITEM_406,ORD_1493,PROD_546,SELL_264,1,32626
ITEM_407,ORD_784,PROD_690,SELL_132,2,35111
ITEM_408,ORD_2018,PROD_949,SELL_129,3,33294
ITEM_409,ORD_1387,PROD_309,SELL_64,4,27711
ITEM_410,ORD_2805,PROD_857,SELL_50,2,30484
ITEM_411,ORD_1971,PROD_523,SELL_271,1,38470
ITEM_412,ORD_2284,PROD_778,SELL_22,1,48088
ITEM_413,ORD_984,PROD_209,SELL_222,4,41329
ITEM_414,ORD_272,PROD_781,SELL_215,1,28834
ITEM_415,ORD_2616,PROD_150,SELL_163,4,29138
ITEM_416,ORD_1931,PROD_464,SELL_61,1,25169
ITEM_417,ORD_2402,PROD_741,SELL_272,1,24622
ITEM_418,ORD_1628,PROD_738,SELL_237,4,16030
ITEM_419,ORD_2290,PROD_366,SELL_249,1,9587
ITEM_420,ORD_600,PROD_44,SELL_131,2,728
ITEM_421,ORD_735,PROD_691,SELL_105,1,29421
ITEM_422,ORD_2229,PROD_409,SELL_276,1,37296
ITEM_423,ORD_2646,PROD_317,SELL_174,4,49616
ITEM_424,ORD_2634,PROD_563,SELL_232,3,29248
ITEM_425,ORD_2637,PROD_384,SELL_220,4,32459
ITEM_426,ORD_2894,PROD_71,SELL_32,1,49133
ITEM_427,ORD_527,PROD_736,SELL_11,1,46997
ITEM_428,ORD_919,PROD_453,SELL_262,4,21859
ITEM_429,ORD_2311,PROD_658,SELL_71,4,17747
ITEM_430,ORD_1415,PROD_282,SELL_98,2,47874
ITEM_431,ORD_1016,PROD_196,SELL_163,4,38785
ITEM_432,ORD_1039,PROD_185,SELL_42,1,20587
ITEM_433,ORD_306,PROD_340,SELL_183,2,34803
ITEM_434,ORD_1115,PROD_733,SELL_137,2,26949
ITEM_435,ORD_873,PROD_12,SELL_70,3,23440
ITEM_436,ORD_646,PROD_297,SELL_280,1,46749
ITEM_437,ORD_2218,PROD_906,SELL_114,3,26200
ITEM_438,ORD_2096,PROD_694,SELL_181,1,42260
ITEM_439,ORD_768,PROD_763,SELL_256,3,31393
ITEM_440,ORD_372,PROD_793,SELL_90,2,7752
ITEM_441,ORD_1474,PROD_449,SELL_157,3,32834
ITEM_442,ORD_2509,PROD_339,SELL_74,2,41424
ITEM_443,ORD_2939,PROD_648,SELL_114,1,17905
ITEM_444,ORD_1490,PROD_428,SELL_142,2,34451
ITEM_445,ORD_916,PROD_453,SELL_83,3,9506
ITEM_446,ORD_1726,PROD_921,SELL_67,4,11721
ITEM_447,ORD_2995,PROD_574,SELL_21,3,20517
ITEM_448,ORD_157,PROD_306,SELL_182,2,408
ITEM_449,ORD_1596,PROD_62,SELL_241,2,37743
ITEM_450,ORD_2578,PROD_988,SELL_244,4,39274
ITEM_451,ORD_2551,PROD_199,SELL_40,1,38346
ITEM_452,ORD_1759,PROD_671,SELL_200,2,11271
ITEM_453,ORD_2899,PROD_481,SELL_260,1,27949
ITEM_454,ORD_1690,PROD_938,SELL_211,2,21933
ITEM_455,ORD_261,PROD_952,SELL_237,4,16860
